Date,Season,Year,Type,Country,Source,Age,Sex,State,Location,Fatal Y/N,Activity,Species
13-Jun,,1973,Unprovoked,hong kong,"the age, 6/15/1973",Unknown,M,Unknown,,N,swimming,other
04-Apr,,1973,Unprovoked,mexico,"a.resciniti, p.108",45,M,Guerrero,"Revolcadero Beach, Acapulco",Y,wading,other
26-Mar,,1973,Unprovoked,australia,"r. mckenzie, sunday mail, 9/6/1987, p.11",Unknown,M,Queensland,Palm Island,N,other,other
05-Mar,,1973,Unprovoked,mozambique,"m. levine, gsaf",28,M,Gaza,"Chongeone, Xai Xai",Y,fishing,other
Unknown,Unknown,1973,Unprovoked,south africa,"d. davies; k. cole, m. levine, gsaf",26,M,Kwazulu-Natal,Scottburgh,N,fishing,other
27-Feb,,1973,Unprovoked,mexico,"reno gazette, 4/8/1973; a.resciniti, pp.108-109",57,Unknown,Guerrero,"Revolcadero Beach, Acapulco",Y,swimming,other
21-Jan,,1973,Provoked,south africa,"m. levine, gsaf",Unknown,M,Kwazulu-Natal,Durban,N,fishing,other
09-Jan,Winter,1973,Unprovoked,usa,"j. borg, p.74; l. taylor (1993), pp.102-103",Unknown,M,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",N,surfing,other
Unknown,Unknown,1973,Unprovoked,palau,m.p. warner,Unknown,M,Unknown,Aulong Channel,N,other,tiger shark
Unknown,Unknown,1973,Unprovoked,palau,"national geographic, january 1995, p.56-57",Unknown,M,Unknown,,N,other,reef shark
Unknown,Unknown,1973,Unprovoked,south africa,g. harmer,13,M,Eastern Cape Province,Queensberry Bay,N,surfing,other
31-Dec,,1972,Unprovoked,south africa,"j. bass & a. heydorn; cape argus, 1/2/1973",29,M,Western Cape Province,Millers Point,N,other,other
26-Dec,,1972,Unprovoked,mozambique,gsaf,25,M,Gaza,Xai Xai,N,swimming,other
25-Dec,,1972,Unprovoked,mexico,"the gleaner, 1/3/1973; a. resciniti, p.109",17,M,Guerrero,"Revolcadero Beach, Acapulco",Y,surfing,other
24-Dec,,1972,Unprovoked,south africa,"j. bass, ori; m. levine, gsaf",Unknown,M,Western Cape Province,Hartenbos,N,swimming,white shark
21-Dec,,1972,Unprovoked,australia,"canberra times, 12/23/1972",Unknown,M,Queensland,Currumbin Rock,N,other,other
08-Dec,,1972,Provoked,australia,"j. green, p.36",24,Unknown,New South Wales,"Marineland, Sydney",N,other,other
01-Dec,,1972,Unprovoked,reunion,g. van grevelynghe,Unknown,Unknown,Saint-Philippe,Basse Vall e,Y,fishing,other
21-Oct,,1972,Unprovoked,australia,"r. mckenzie, sunday mail, 9/6/1987, p.11",24,M,Queensland,"Stevens Reef, 70 miles from Mackay",N,fishing,other
21-Oct,,1972,Unprovoked,australia,"the age, 10/23/1972",19,M,New South Wales,Tabourie Beach,N,surfing,whaler shark
14-Oct,Fall,1972,Unprovoked,usa,"h.d. baldridge, pp.177 & 185",Unknown,M,Unknown,"St. Croix, Cane Bay",Y,other,white shark
06-Sep,Fall,2012,Unprovoked,usa,"wftv, 9/4/2012",37,M,Florida,"St. Augustine Beach, St. John's County",N,surfing,other
Unknown,Unknown,1972,Unprovoked,new zealand,"european stars and stripes, 10/10/1973",17,M,Unknown,Wanganui,N,swimming,other
09-Sep,Fall,1972,Unprovoked,usa,"d. miller & r. collier, r. collier, pp. 52-53; j. mccosker &  r.n. lea",Unknown,M,California,"Point Sur, Monterey County",N,surfing,white shark
04-Sep,,1972,Invalid,mozambique,"daily news, 9/6/1972",20,F,Maputo Province,Inhaca Island,Unknown,swimming,other
29-Aug,Summer,1972,Unprovoked,usa,"ocala star banner, 8/30/1972",15,M,Florida,"Crescent Beach, St. Johns County",N,surfing,other
17-Aug,Summer,1972,Unprovoked,usa,"j. borg, p.74; l. taylor (1993), pp.102-103",Unknown,M,Hawaii,"Waimanu, Honoka'a, Hawai'i",N,fishing,other
08-Aug,,1972,Unprovoked,australia,"the age, 8/10/1972; j. green, p.36; c. black, pp 151-153",45,M,Tasmania,Tasman Island,N,other,white shark
05-Jul,Summer,1972,Invalid,usa,unconfirmed report,Unknown,Unknown,California,"Laguna Beach, Orange County",Unknown,diving,other
Unknown,Unknown,1972,Unprovoked,australia,"canberra times, 6/26/1972",Unknown,M,Queensland,Pancake Creek,Y,other,other
Unknown,Unknown,1972,Unprovoked,australia,"canberra times, 6/26/1972",Unknown,M,Queensland,Pancake Creek,Y,other,other
10-Jun,Summer,1972,Unprovoked,usa,p. salick,22,M,Florida,"Cocoa Beach, Brevard County",N,surfing,other
28-May,Spring,1972,Unprovoked,usa,"d. miller & r. collier, r. collier, pp.48-50; evening tribune (san diego) 7/17/1972; h.d. baldridge, p.78; j. mccosker & r.n. lea",32,M,California,"Bird Rock, near Tomales Point, Marin County",N,other,white shark
06-May,,1972,Unprovoked,french polynesia,"m. fouques, et.al, pp. 318-319",27,M,Tuamotus,Ah  Atoll,N,fishing,reef shark
16-Apr,,1972,Unprovoked,western samoa,j. gregory,25,M,Unknown,Nu ulua,Y,swimming,tiger shark
01-Apr,,1972,Unprovoked,australia,"r. mckenzie, sunday mail, 9/6/1987, p.11",Unknown,F,Queensland,Wellington Point,N,other,other
01-Apr,,1972,Unprovoked,mozambique,note: the johannesburg star initially recorded his name as richard wilson gordon,19,M,Gaza,Xai Xai,Y,swimming,other
21-Mar,,1972,Provoked,pacific ocean,ny times 4/2/1972,33,M,Unknown,,N,fishing,other
16-Mar,Spring,1972,Unprovoked,usa,"j. borg, p.74; l. taylor (1993), pp.102-103",Unknown,M,Hawaii,"Waihe'e, Wailuku, Maui",N,fishing,other
20-Feb,,1972,Unprovoked,australia,"sydney morning herald, 2/21/1972",18,M,Victoria,"Wilson's Promontory, Waratah Bay",N,surfing,other
12-Feb,,1972,Unprovoked,australia,"c. black, gsaf; j. green, p.36",Unknown,Unknown,Tasmania,Elliot's Cove,N,other,other
01-Jan,,1972,Unprovoked,south africa,"m. levine, gsaf",20,M,Eastern Cape Province,St. George s Strand,Y,swimming,other
01-Jan,,1972,Unprovoked,south africa,"j. bass & g. hughes; j. pelser, m. levine, gsaf",30,F,Kwazulu-Natal,Kosi Bay,N,other,other
01-Jan,,1972,Unprovoked,mozambique,"j. bass; m. levine, gsaf",24,M,Gaza,Xai Xai,N,other,white shark
Unknown,Unknown,1972,Unprovoked,mozambique,"sunday times, 1/16/1972",Unknown,M,Maputo Province,Ponto do Ouro,N,fishing,other
Unknown,Unknown,1972,Unprovoked,france,c. moore. gsaf,Unknown,Unknown,Antibes,,N,swimming,white shark
Unknown,Unknown,1972,Unprovoked,marshall islands,"g. ambrose, pp.78-86",Unknown,M,Illeginni Atoll,,N,other,reef shark
23-Dec,,1971,Unprovoked,australia,"j. green, p.36",22,Unknown,New South Wales,Smokey Cape,N,other,other
16-Dec,,1971,Unprovoked,south africa,"c. teague,  m. levine, gsaf; a. heydorn, ori; t. wallett, p.40",16,F,Western Cape Province,"Fish Hoek, False Bay",N,swimming,white shark
05-Dec,,1971,Unprovoked,australia,"the age, 12/9/1971",20,M,Queensland,Gladstone,Y,other,other
Unknown,Unknown,1971,Unprovoked,hong kong,"the advocate, 11/25/1971; post crescent, 11/28/1971",20,M,Unknown,,N,swimming,other
27-Oct,,1971,Provoked,australia,"j. green, p.36",20,Unknown,New South Wales,"Marineland, Sydney",N,other,other
07-Sep,Fall,2010,Unprovoked,usa,"st. augustine record, 9/9/2010",27,M,Florida,"St. Augustine, St. John's County",N,swimming,other
14-Oct,,1971,Unprovoked,south africa,j. bass,25,M,Kwazulu-Natal,"North Beach, Durban",N,swimming,other
02-Oct,Fall,1971,Unprovoked,usa,"d. miller & r. collier; r. collier, p. 48",30,M,California,"Sea Ranch, Sonoma County",N,other,white shark
25-Sep,Fall,1971,Unprovoked,usa,"f. schwartz, p.23",17,Unknown,North Carolina,"Emerald Isle, Carteret County",N,surfing,other
07-Sep,,1971,Unprovoked,croatia,"r. rocconi & c. moore, gsaf",34,M,Istria County,Ika,Y,swimming,white shark
05-Sep,,1971,Unprovoked,australia,"j. west, adelaide advertiser, 9/7/1971, p.10; p. kemp, gsaf",51,M,South Australia,Adelaide,Y,fishing,other
21-Aug,,1971,Provoked,australia,"sydney morning herald, 8/22/1971",26,M,New South Wales,"Manly Marineland, Sydney",N,fishing,other
26-Jul,Summer,1971,Unprovoked,usa,"miami news, 7/27/1971",8,M,Florida,"Daytona Beach, Volusia County",N,wading,other
19-Jul,Summer,1971,Unprovoked,usa,"d. miller & r. collier, r. collier, pp.51-52; j. mccosker & r.n. lea",Unknown,M,California,"Point Purisima, Santa Barbara County",N,other,white shark
30-Jun,,1971,Unprovoked,south africa,"g. scheltema, m. levine, gsaf; j. bass, ori",21,M,Western Cape Province,Mossel Bay,N,surfing,white shark
01-Jun,,1971,Unprovoked,british isles,j. steel (1989),32,M,South Devon,Beesands,N,other,other
Unknown,Unknown,1971,Unprovoked,kenya,m. v. schoor,16,M,Unknown,Watamu,N,swimming,other
11-Apr,,1971,Unprovoked,south africa,"j. wallace, ori; m. levine, gsaf; t. wallett, pp.39-40",Unknown,M,Western Cape Province,Buffels Bay,Y,swimming,white shark
06-Apr,,1971,Unprovoked,mexico,"a.resciniti, p.109",19,M,Guerrero,"Copacabana Beach, Acapulco",Y,surfing,other
05-Apr,,1971,Unprovoked,venezuela,h.d. baldridge (1994) saf case #1646,14,M,Unknown,,Y,other,other
05-Apr,,1971,Unprovoked,venezuela,h.d. baldridge (1994) saf case #1646,66,M,Unknown,,Y,other,other
Unknown,Unknown,1971,Sea Disaster,mozambique,"m. levine, gsaf",Unknown,Unknown,Unknown,,Y,other,other
30-Mar,,1971,Unprovoked,new zealand,"b. watkins, r. d. weeks, gsaf",16,M,Unknown,Dunedin,N,surfing,white shark
02-Jan,,1971,Unprovoked,australia,"c. black, gsaf; h.d. baldridge (1994) saf case #1650",Unknown,M,Tasmania,,N,swimming,other
Unknown,Unknown,1971,Unprovoked,usa,j.ward,Unknown,M,California,"Franklin Point, San Mateo County",N,other,white shark
Unknown,Unknown,1971,Unprovoked,australia,the advertiser (undated),15,M,South Australia,Southport,N,surfing,white shark
Unknown,Unknown,1971,Unprovoked,croatia,a. demaddalena,Unknown,M,Istria,Ika,Unknown,swimming,white shark
Unknown,Unknown,1971,Unprovoked,iran,b. coad,Unknown,M,Khuzestan Province,"Ahvaz, on the Karun River",N,other,other
Unknown,Unknown,1971,Unprovoked,iran,b. coad,Unknown,M,Khuzestan Province,"Ahvaz, on the Karun River",N,other,other
17-Dec,,1970,Unprovoked,mozambique,"gsaf; h.d. baldridge, p.22",18,M,Inhambe Province,"Inhasoka, Inhambe Bay",Y,fishing,other
13-Dec,,1970,Unprovoked,mozambique,"gsaf; h.d. baldridge, p.22",Unknown,M,Inhambe Province,"Inhambe Bay Estuary, 10 to 12 miles inland from the sea",Y,fishing,other
07-Dec,,1970,Unprovoked,micronesia,r.s. jones,Unknown,M,Namonuito Atoll,Pisarach (Pisaras),N,fishing,other
03-Dec,Winter,1970,Sea Disaster,usa,"the argus, 12/7/1970, p.2",41,M,Hawaii,Kauai,N,other,other
Unknown,Unknown,1970,Unprovoked,unknown,"h.d. baldridge (1994), saf case #1645",Unknown,M,Unknown,,N,other,other
24-Oct,Fall,1970,Unprovoked,usa,"j. borg, p.74; l. taylor (1993), pp.102-103",Unknown,M,Hawaii,"Brennecke Beach, Po'ipu, Kaua'i",N,surfing,other
Unknown,Unknown,1970,Unprovoked,usa,"h. wessel, orlando sentinel, 8/1/2001",Unknown,M,Florida,"Matanzas Inlet, St Johns County",N,surfing,other
28-Sep,,1970,Unprovoked,micronesia,r.s. jones,43,M,Unknown,Truk Lagoon,N,diving,other
13-Sep,,1970,Provoked,palau,"k.r.h. read; h.d. baldridge, p.192",20,M,Unknown,Outside barrier reef,N,fishing,other
14-Sep,Fall,1998,Unprovoked,usa,"p. sheth, fort pierce tribune, 9/15/1998",28,M,Florida,"Stuart Beach, Martin County",N,surfing,other
02-Sep,,1970,Provoked,australia,"j. green, p.36",20,M,New South Wales,"Marineland, Sydney",N,other,other
Unknown,Unknown,1970,Unprovoked,usa,"h.d. baldridge (1994), saf case #1630",Unknown,M,South Carolina,,N,swimming,other
Unknown,Unknown,1970,Unprovoked,usa,saf case #1485,Unknown,M,Florida,Pinellas County,N,other,other
02-Aug,,1970,Invalid,unknown,"rome news tribune, 8/3/1970",Unknown,Unknown,Unknown,Between St. Kitts & Nevis,Unknown,boating,other
05-Jul,,1970,Unprovoked,unknown,"h.d. baldridge (1994), saf case #1628",Unknown,M,Unknown,,N,other,mako shark
22-Jun,Summer,1970,Provoked,usa,bridgeport post 6/22/1970,13,M,Florida,"Dania, Broward County",N,fishing,other
15-Jun,,1970,Provoked,south africa,"d. davies; a.j. bass, ori",25,M,Kwazulu-Natal,"Shark tank, Oceanographic Research Institute, Durban",N,other,other
13-Jun,,1970,Unprovoked,grenada,"e. pace, fsaf",16,M,St. Andrew Parish,Grenville,Y,wading,other
13-Jun,,1970,Unprovoked,grenada,"e. pace, fsaf",18,M,St. Andrew Parish,Grenville,Y,wading,other
Unknown,Unknown,1970,Sea Disaster,philippines,"the daily intelligencer, 6/12/1970, p.2;  the times (london), september 24, 1970",Unknown,Unknown,Unknown,,Y,other,other
04-Apr,,1970,Unprovoked,grenada,"e. pace, fsaf",14,M,St. Andrew Parish,Grenville,Y,swimming,other
Unknown,Unknown,1970,Provoked,unknown,"h.d. baldridge (1994), saf case #1616",Unknown,M,Unknown,,N,other,other
Unknown,Unknown,1970,Unprovoked,solomon islands,h.d. baldridge (1994) saf case #1655,Unknown,M,Unknown,,Unknown,swimming,other
31-Mar,Spring,1970,Invalid,usa,"j. borg, p.74",Unknown,M,Hawaii,"Waimea Bay, O'ahu",Unknown,surfing,other
23-Mar,Spring,1970,Unprovoked,usa,h.d. baldridge (1994) saf case #1620,19,M,Florida,Manatee County,N,wading,other
05-Feb,,1970,Unprovoked,unknown,h.d. baldridge (1994) saf case #1626,8,F,Unknown,,N,wading,other
23-Jan,,1970,Unprovoked,mozambique,"natal daily news, 2/4/1970; d. davies",14,M,Unknown,3.2 km inland,N,swimming,other
23-Jan,,1970,Unprovoked,mozambique,"natal daily news, 2/4/1970; d. davies",16,M,Unknown,"Gijana, 150 km inland",N,swimming,other
23-Jan,,1970,Unprovoked,mozambique,"natal daily news, 2/4/1970; d. davies",12,M,Unknown,"Gijana, 150 km inland",N,swimming,other
23-Jan,,1970,Unprovoked,mozambique,"natal daily news, 2/4/1970; d. davies",10,M,Unknown,"Gijana, 150 km inland",N,swimming,other
Unknown,Unknown,1970,Sea Disaster,egypt,"the progress, 1/17/1970",Unknown,M,Unknown,A few miles south of Port Suez,Y,other,other
10-Jan,,1970,Unprovoked,mexico,"a. resciniti, p.110",22,M,Guerrero,Acapulco,N,swimming,other
Unknown,Unknown,1970,Unprovoked,england,"reading eagle, 1/9/1970",Unknown,M,Devon,Teignmouth,N,other,other
Unknown,Unknown,1970,Unprovoked,papua new guinea,"brainerd daily dispatch, 1/13/1970",15,M,New Ireland Province,,N,other,other
Unknown,Unknown,1970,Unprovoked,sri lanka,r. i. desilva.gsaf,Unknown,M,Western Province,Colombo Harbor,N,fishing,other
Unknown,Unknown,1970,Unprovoked,spain,c. moore. gsaf,Unknown,M,Unknown,"Icod de los Vinos, Tenerife",N,fishing,other
Unknown,Unknown,1970,Watercraft,italy,a. de maddalena; m. cottiglia (pers. comm.),Unknown,M,Sardinia,Golfo di Oristano,N,fishing,white shark
Unknown,Unknown,1970,Unprovoked,croatia,a. de maddalena; a. mojetta (pers. comm.),Unknown,M,Zadar County,Novigrad,Unknown,fishing,white shark
Unknown,Unknown,1970,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan,28,F,Basrah,Shatt-al-Arab River,N,other,other
Unknown,Unknown,1970,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan,25,F,Basrah,Shatt-al-Arab River near Abu al Khasib,N,other,other
Unknown,Unknown,1970,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan,35,M,Basrah,Shatt-al-Arab River,Y,swimming,other
Unknown,Unknown,1970,Unprovoked,iraq,b.w. coad & l.a.j. al-hassan,35,M,Basrah,Shatt-al-Arab River,N,fishing,other
30-Nov,,1969,Unprovoked,australia,"sydney morning herald, 12/1/1969",15,M,Western Australia,"Swan River, 13 miles upstream",N,swimming,other
11-Nov,Fall,1969,Unprovoked,usa,"h.d. baldridge, p.185; j. borg, p.74;  l. taylor (1993), pp.102-103",Unknown,M,Hawaii,"Barber s Point, O'ahu",N,other,other
05-Nov,,1969,Provoked,australia,"j. green, p.36",27,M,New South Wales,"Marineland, Sydney",N,other,other
14-Oct,Fall,1969,Unprovoked,usa,h.d. baldridge (1994) saf case #1579,Unknown,M,Hawaii,Hawaii,N,diving,white shark
06-Sep,Fall,1969,Unprovoked,usa,"d. miller & r. collier; r. collier, pp.42-44; h.d. baldridge, p.78;",53,M,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",N,other,white shark
29-Aug,Summer,1969,Unprovoked,usa,"news tribune, 8/30/1969",Unknown,M,Florida,"North Beach, St. Lucie County",N,other,other
22-Aug,Summer,1969,Provoked,usa,"portsmouth herald, 8/23/1969",28,M,Massachusetts,40 miles south of Nantucket,N,fishing,other
02-Aug,Summer,1969,Unprovoked,usa,"st. petersburg times, 8/3/1969; h.d. baldridge (1994) saf case #1570",15,M,Florida,"New Smyrna Beach, Volusia County",N,surfing,other
02-Aug,Summer,1969,Unprovoked,usa,"nytimes, 8/3/1969",13,M,Florida,"St. Petersburg, Pinnellas County",N,surfing,other
Unknown,Unknown,1969,Unprovoked,unknown,h.d. baldridge (1994) saf case #1602,25,M,Unknown,,N,other,other
27-Jul,,1969,Provoked,england,h.d. baldridge (1994) saf case #1611,Unknown,M,Unknown,,N,other,other
22-Jul,Summer,1969,Provoked,usa,h.d. baldridge (1994) saf case #1603,13,M,Florida,Florida Keys,N,other,other
20-Jul,Summer,1969,Unprovoked,usa,"d. miller & r. collier; r. collier, p. 42",Unknown,M,California,"Pigeon Point, San Mateo County",N,surfing,white shark
27-Jun,Summer,1969,Unprovoked,usa,h.d.baldridge (1994) saf case #1652,22,M,Florida,Florida Keys,Unknown,wading,other
12-Jun,,1969,Unprovoked,jamaica,"the gleaner, 6/20/1969",27,M,Clarendon,Off Rocky Point,N,diving,other
Unknown,Unknown,1969,Unprovoked,usa,h.d.baldridge (1994) saf case #1609,8,M,Florida,Sarasota County,N,wading,other
25-May,Spring,1969,Provoked,usa,"corpus christi times, 5/26/1969; h.d.baldridge (1994) saf case #1629",Unknown,M,Texas,Packery Channel,N,surfing,other
24-May,Spring,1969,Provoked,usa,h.d.baldridge (1994) saf case #1596,23,M,Florida,Sarasota County,N,diving,other
22-May,,1969,Unprovoked,dominican republic,h.d.baldridge (1994) saf case #1607,18,M,Unknown,,Unknown,surfing,other
14-May,,1969,Unprovoked,australia,"j. green, p.36",Unknown,Unknown,Queensland,Broomfield Reef,N,other,other
22-Apr,,1969,Invalid,australia,"j. green, p.36",Unknown,M,New South Wales,"Kingscliffe Beach, south of Tweed Heads",Unknown,other,other
19-Aug,Summer,1969,Provoked,usa,"tri-city herald, 4/21/1969",25,M,Florida,"Marathon, Monroe County",N,fishing,other
25-Mar,,1969,Provoked,australia,h.d.baldridge (1994) saf case #1612,65,M,New South Wales,Newcastle,N,other,mako shark
09-Mar,Spring,1969,Unprovoked,usa,"j. borg, p.73; l. taylor (1993), pp.102-103",16,M,Hawaii,"Makaha, O'ahu",N,surfing,white shark
Unknown,Unknown,1969,Provoked,australia,"c. black, gsaf",49,M,Tasmania,Taroona,N,fishing,other
Unknown,Unknown,1969,Invalid,australia,h.d.baldridge (1994) saf case #1591,52,M,Queensland,Cooktown,Unknown,other,other
27-Jan,,1969,Unprovoked,australia,h.d.baldridge (1994) saf case #1560,21,M,New South Wales,Beecroft Head,N,other,other
Unknown,Unknown,1969,Unprovoked,australia,"h.d.baldridge (1994), saf case #1594",Unknown,M,Victoria,Port MacDonnel,N,other,other
Unknown,Unknown,1969,Provoked,bahamas,"m. vorenberg, p.154",Unknown,Unknown,Eleuthera,,N,other,other
29-Dec,,1968,Invalid,south africa,h.d.baldridge (1994) saf case #1588. note: unable to verify in local records,Unknown,M,Kwazulu-Natal,Port St. John's,Unknown,other,other
26-Dec,,1968,Provoked,australia,"the age, 12/27/1968",27,M,New South Wales,"Marineland Aquarium, Manley, Sydney",N,other,other
25-Dec,,1968,Unprovoked,new zealand,"r. d. weeks, gsaf; otago daily times, 12/26/1968",17,M,Unknown,"St. Clair Beach, Dunedin",N,surfing,white shark
09-Dec,,1968,Unprovoked,australia,"t. peake, gsaf",Unknown,M,South Australia,Thistle Island,N,other,white shark
02-Dec,,1968,Unprovoked,south africa,"a. heydorn, ori",28,M,Kwazulu-Natal,"Bluff, Durban",N,fishing,hammerhead
Unknown,Unknown,1968,Invalid,south africa,h.d. baldridge (1994) saf case #1587;  unable to authenticate,30,M,Kwazulu-Natal,,Unknown,other,other
06-Nov,,1968,Watercraft,south africa,"m. levine, gsaf",22,M,Kwazulu-Natal,Ramsgate,N,fishing,other
04-Nov,,1968,Sea Disaster,papua new guinea,"the sydney morning herald, 11/9/1968",Unknown,Unknown,Madang Province,,Unknown,other,other
02-Nov,,1968,Provoked,australia,h.d. baldridge (1994) saf case #1533,16,M,Western Australia,,N,other,other
29-Oct,,1968,Provoked,bahamas,h.d. baldridge (1994) saf case #1565,Unknown,M,Unknown,,N,other,other
12-Oct,Fall,1990,Unprovoked,usa,"s.l. jackson, palm beach post, 10/13/1990",19,M,Florida,"Stuart Beach, Martin County",N,surfing,other
10-Oct,,1968,Sea Disaster,philippines,"fresno bee republican, 10/12/1968",Unknown,Unknown,Unknown,,N,boating,other
22-Sep,Fall,1968,Invalid,usa,"m. vorenberg, gsaf",Unknown,Unknown,Florida,"Riviera Beach, Palm Beach County",Unknown,surfing,other
15-Sep,,1968,Unprovoked,new zealand,"r.d. weeks, gsaf; otago daily times, 9/16/1968; h.d. baldridge, pp.18-19",24,M,Unknown,Otago Harbor,Y,fishing,white shark
24-Aug,Summer,1968,Unprovoked,usa,"m. vorenberg, gsaf",Unknown,Unknown,Florida,Half mile north of Juno Beach Pier,N,other,hammerhead
21-Aug,Summer,1968,Unprovoked,usa,"brownsville herald, 8/14/1968; h.d.baldridge, saf case  #1553",15,M,Florida,Okaloosa County,N,other,other
13-Aug,,1968,Unprovoked,french polynesia,"h.d.baldridge, saf case #1531",12,M,Unknown,Tahiti,N,swimming,other
11-Aug,,1968,Unprovoked,malaysia,"h.d.baldridge, saf case #1541",41,Unknown,Johor,Pulau Aur,N,other,other
08-Aug,,1968,Unprovoked,columbia,"soho.com, 11/19/2-11",18,M,Magdalena Department,"Makuaka Ca o, Taganga",N,fishing,other
27-Jul,Summer,1968,Unprovoked,usa,"d. miller & r. collier; r. collier, pp.41-42; h.d. baldridge, p.76, 138, 191, 194, 206",25,M,California,"Bodega Rock, Sonoma County",N,other,white shark
23-Jul,Summer,1968,Unprovoked,usa,"h.d.baldridge, saf case #1542",33,M,Florida,Florida Keys,N,wading,other
16-Jul,Summer,1968,Unprovoked,usa,"h.d.baldridge, p.284",33,M,South Carolina,"Stono Inlet, near Charleston, Charleston County",N,fishing,other
10-Jul,,1968,Unprovoked,bahamas,"reported by f.s.t. baker to m. vorenberg, pp.154-155",Unknown,M,Unknown,Children's Bay Cay near Rollerville,Y,swimming,other
Unknown,Unknown,1968,Invalid,mexico,"h.d.baldridge, saf case #1613",43,M,Baja California,,Unknown,other,other
25-Jun,,1968,Unprovoked,bahamas,"h.d. baldridge, p.260; clark, p.87",17,M,Eleuthera,Spanish Wells ,N,fishing,reef shark
09-Jun,Summer,1968,Unprovoked,usa,"evening indeipendent, 6/10/1968, p.3",17,M,Florida,"Mullet Key, Pinellas County",N,other,other
Unknown,Unknown,1968,Unprovoked,england,"h.d. baldridge (1994), saf case #1515",Unknown,M,Unknown,,N,other,other
18-May,,1968,Invalid,tanzania,r. wharton,Unknown,Unknown,Unknown,,Unknown,other,other
Unknown,Unknown,1968,Unprovoked,papua new guinea,h.d. baldridge (1994) saf case #1520,17,M,New Ireland Province,,N,other,other
29-Apr,Spring,1968,Invalid,usa,"news journal, 5/1/1968",63,M,Florida,"Fort Lauderdale, Broward County",Unknown,wading,other
20-Apr,Spring,1968,Unprovoked,usa,"m. vorenberg, gsaf; r. skocik, pp.168-169; h.d. baldridge, p.203; note: a. resciniti, p.35, also refers to an earlier attack on a snorkeler. the shark bit the boy's calf and both swim fins.",10,M,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",N,other,other
15-Apr,,1968,Unprovoked,australia,"sydney morning herald, 4/28/1968",21,M,New South Wales,South Coast,N,other,whaler shark
Unknown,Unknown,1968,Unprovoked,papua new guinea,"the age, 4/11/1968, p.4",7,M,Unknown,Orokolo Bay,Y,swimming,other
07-Apr,,1968,Provoked,australia,"j. green, p.36; h. d. baldridge (1994) saf case #1528",47,M,New South Wales,Stockton Bight,N,other,whaler shark
25-Mar,,1968,Unprovoked,south africa,"j. bass, h.a. jones, a. heydorn & d. illing",35,M,Kwazulu-Natal,Richards Bay,N,wading,other
10-Mar,Spring,1968,Unprovoked,usa,h.d. baldridge (1994) saf case #1548,20,M,Florida,"Jensen Beach, Martin County",N,surfing,other
Unknown,Unknown,1968,Invalid,usa,h.d. baldridge (1994) saf case #1530,28,M,Florida,Florida Keys,Unknown,other,other
26-Feb,Winter,1968,Unprovoked,usa,"h.d. baldridge, #1549",17,M,Florida,Palm Beach County,N,surfing,other
20-Feb,,1968,Unprovoked,australia,"j. green, p.36",14,F,Western Australia,Swan River,N,swimming,other
18-Feb,,1968,Provoked,new zealand,"r.d. weeks, gsaf; otago daily times, 2/20/1968; h.d. baldridge (1994) saf case #1525",Unknown,F,Unknown,"Pilot Bay, Mt Maunganui ",N,other,other
04-Feb,,1968,Unprovoked,australia,"h.d. baldridge, p.199",26,M,South Australia,Cape Jervis,N,fishing,whaler shark
02-Feb,,1968,Unprovoked,australia,"j. green, p.36",Unknown,Unknown,New South Wales,Brunswick Heads,N,other,other
Unknown,Unknown,1968,Unprovoked,mozambique,h.d. baldridge (1994) saf case #1522,24,Unknown,Unknown,,N,diving,other
17-Jan,,1968,Unprovoked,papua new guinea,h.d. baldridge (1994) saf cases #1519 & #1584,13,Unknown,Morobe Province,Finschafen,Y,swimming,other
Unknown,Unknown,1968,Unprovoked,costa rica,"kokomo tribune, 5/11/1969",Unknown,M,Limón Province,Parismina,Y,swimming,other
Unknown,Unknown,1968,Invalid,usa,unverified,Unknown,Unknown,Florida,"Key West, Monroe County",Unknown,diving,other
Unknown,Unknown,1968,Invalid,usa,unverified,Unknown,Unknown,Florida,"Jensen Beach, Martin County",Unknown,surfing,other
30-Dec,,1967,Unprovoked,south africa,"b. pearson, m. levine, gsaf",22,M,Western Cape Province,Mossel Bay,N,surfing,other
Unknown,Unknown,1967,Invalid,papua new guinea,h.d. baldridge (1994),32,M,Central Province,Port Moresby,Unknown,fishing,other
18-Dec,,1967,Unprovoked,fiji,h.d.baldridge (1994) saf case #1532,27,M,Unknown,,N,other,other
17-Dec,,1967,Unprovoked,australia,"h. edwards, p.137-138",59,M,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Y,swimming,other
14-Dec,Winter,1967,Provoked,usa,h.d.baldridge (1994) saf case #1566,Unknown,M,Unknown,,N,other,other
30-Nov,,1967,Provoked,australia,h.d. baldridge (1994) saf case #1516,15,M,New South Wales,Wollongong,N,other,other
30-Nov,,1967,Unprovoked,australia,(1994) saf case #1524,18,M,Queensland,Surfer's Paradise,N,other,other
